location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
9507,Ceboruco,no2,0.023,ppm,2023-01-21T16:00:00+00:00,2023-01-21T10:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.016,ppm,2023-01-21T17:00:00+00:00,2023-01-21T11:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.015,ppm,2023-01-21T18:00:00+00:00,2023-01-21T12:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.013,ppm,2023-01-21T19:00:00+00:00,2023-01-21T13:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.012,ppm,2023-01-21T20:00:00+00:00,2023-01-21T14:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.01,ppm,2023-01-21T21:00:00+00:00,2023-01-21T15:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.011,ppm,2023-01-21T22:00:00+00:00,2023-01-21T16:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.013,ppm,2023-01-21T23:00:00+00:00,2023-01-21T17:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.021,ppm,2023-01-22T00:00:00+00:00,2023-01-21T18:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.019,ppm,2023-01-23T01:00:00+00:00,2023-01-22T19:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.016,ppm,2023-01-23T02:00:00+00:00,2023-01-22T20:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.021,ppm,2023-01-23T03:00:00+00:00,2023-01-22T21:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.022,ppm,2023-01-23T04:00:00+00:00,2023-01-22T22:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
9507,Ceboruco,no2,0.016,ppm,2023-01-23T05:00:00+00:00,2023-01-22T23:00:00-06:00,America/Mexico_City,19.26030556,-99.64572222,,,,Unknown Governmental Organization,Sinaica Mexico
